Id,hed__Contact__c,hed__Program_Enrollment__c,hed__Program_Enrollment__r.hed__Contact__c,hed__Program_Enrollment__r.hed__Contact__r.FirstName,hed__Program_Enrollment__r.hed__Contact__r.LastName,hed__Course_Offering__c,hed__Course_Offering__r.hed__Course__c,hed__Course_Offering__r.hed__Course__r.Name,hed__Course_Offering__r.hed__Term__c,hed__Course_Offering__r.hed__Term__r.Name,hed__Course_Offering__r.hed__Term__r.hed__Start_Date__c,hed__Course_Offering__r.hed__Term__r.hed__End_Date__c,hed__Status__c,Notations__c
a098c00000sHz4XAAS,0038c00002jGr1MAAS,,,,,a0B8c000012KEevEAG,a0C8c00000XMMmOEAX,Principes d'interprétation,a0P8c00000DoDzHEAV,2000-01,2000-09-01,2001-08-31,Current,
a098c00000sHz4YAAS,0038c00002jGr1MAAS,,,,,a0B8c000012KEhrEAG,a0C8c00000XMMXQEA5,Établiss. exp. Église Actes,a0P8c00000DoDzQEAV,2009-10,2009-09-01,2010-08-31,Former,R
a098c00000sHz4ZAAS,0038c00002jGr1MAAS,,,,,a0B8c000012KEgPEAW,a0C8c00000XMMXHEA5,Homilétique II,a0P8c00000DoDzPEAV,2008-09,2008-09-01,2009-08-31,Current,
a098c00000sHz4aAAC,0038c00002jGr1MAAS,,,,,a0B8c000012KEsSEAW,a0C8c00000XMMYsEAP,Vie de Jésus-Christ,a0P8c00000DoDzIEAV,2001-02,2001-09-01,2002-08-31,Current,
a098c00000sHz4bAAC,0038c00002jGr1MAAS,,,,,a0B8c000012KEuWEAW,a0C8c00000XMMZ6EAP,Survol du Nouveau Testament III,a0P8c00000DoDzOEAV,2007-08,2007-09-01,2008-08-31,Current,
a098c00000sHz4cAAC,0038c00002jGr1MAAS,,,,,a0B8c000012KEmHEAW,a0C8c00000XMMY2EAP,Formation dans l'Église locale,a0P8c00000DoDzNEAV,2006-07,2006-09-01,2007-08-31,Current,
a098c00000sHz4dAAC,0038c00002jGr1MAAS,,,,,a0B8c000012KEcvEAG,a0C8c00000XMMX2EAP,AT III : Les livres poétiques,a0P8c00000DoDzJEAV,2002-03,2002-09-01,2003-08-31,Current,
a098c00000sHz4eAAC,0038c00002jGr1MAAS,,,,,a0B8c000012KEp4EAG,a0C8c00000XMMiOEAX,Apologétique,a0P8c00000DoDzREAV,2010-11,2010-09-01,2011-08-31,Former,R
a098c00000sHz4fAAC,0038c00002jGr1MAAS,,,,,a0B8c000012KEsKEAW,a0C8c00000XMMYrEAP,Intro. Étude Induct. 1 Thess,a0P8c00000DoDzMEAV,2005-06,2005-09-01,2006-08-31,Current,
a098c00000sHz4gAAC,0038c00002jGr1MAAS,,,,,a0B8c000012KEfSEAW,a0C8c00000XMMXBEA5,Atelier d'analyse de textes,a0P8c00000DoDzIEAV,2001-02,2001-09-01,2002-08-31,Current,
a098c00000sHz4hAAC,0038c00002jGr1MAAS,,,,,a0B8c000012KEhPEAW,a0C8c00000XMMXOEA5,Évangélisation,a0P8c00000DoDzNEAV,2006-07,2006-09-01,2007-08-31,Current,
a098c00000sHz4jAAC,0038c00002jGs27AAC,,,,,a0B8c000012KEhpEAG,a0C8c00000XMMXQEA5,Établiss. exp. Église Actes,a0P8c00000DoDzOEAV,2007-08,2007-09-01,2008-08-31,Current,EQV
a098c00000sHz4kAAC,0038c00002jGs3wAAC,,,,,a0B8c000012KEf2EAG,a0C8c00000XMMmOEAX,Principes d'interprétation,a0P8c00000DoDzSEAV,2011-12,2011-09-01,2012-08-31,Current,EQV
a098c00000sHz4lAAC,0038c00002jGs3wAAC,,,,,a0B8c000012KEhWEAW,a0C8c00000XMMXOEA5,Évangélisation,a0P8c00000DoDzVEAV,2014-15,2014-09-01,2015-08-31,Current,EQV
a098c00000sHz4mAAC,0038c00002jGr1MAAS,,,,,a0B8c000012KF10EAG,a0C8c00000XMMZxEAP,Bibliologie (1e partie),a0P8c00000DoDzLEAV,2004-05,2004-09-01,2005-08-31,Current,
a098c00000sHz4nAAC,0038c00002jGr1MAAS,,,,,a0B8c000012KEyWEAW,a0C8c00000XMMijEAH,Christologie,a0P8c00000DoDzFEAV,1998-99,1998-09-01,1999-08-31,Current,
a098c00000sHz4oAAC,0038c00002jGr1MAAS,,,,,a0B8c000012KF5dEAG,a0C8c00000XMMaeEAH,Du simple verset au livre tout entier,a0P8c00000DoDzQEAV,2009-10,2009-09-01,2010-08-31,Former,R
a098c00000sHz4pAAC,0038c00002jGs3wAAC,,,,,a0B8c000012KEtFEAW,a0C8c00000XMMZ3EAP,Survol du Nouveau Testament I : Les Évangiles,a0P8c00000DoDzSEAV,2011-12,2011-09-01,2012-08-31,Current,EQV
a098c00000sHz4qAAC,0038c00002jGr1MAAS,,,,,a0B8c000012KFAEEA4,a0C8c00000XMMitEAH,Contextualisation de l'Évangile,a0P8c00000DoDzWEAV,2015-16,2015-09-01,2016-08-31,Former,AUD
a098c00000sHz4rAAC,0038c00002jGr1MAAS,,,,,a0B8c000012KFA2EAO,a0C8c00000XMMluEAH,Missiologie,a0P8c00000DoDzXEAV,2016-17,2016-09-01,2017-08-31,Former,AUD
a098c00000sHz4sAAC,0038c00002jGr1MAAS,,,,,a0B8c000012KF7QEAW,a0C8c00000XMMizEAH,Counseling biblique I,a0P8c00000DoDzVEAV,2014-15,2014-09-01,2015-08-31,Former,AUD
a098c00000sHz4tAAC,0038c00002jGs3wAAC,,,,,a0B8c000012KEttEAG,a0C8c00000XMMZ4EAP,Survol du Nouveau Testament II,a0P8c00000DoDzSEAV,2011-12,2011-09-01,2012-08-31,Current,EQV
a098c00000sHz4uAAC,0038c00002jGs3wAAC,,,,,a0B8c000012KEuaEAG,a0C8c00000XMMZ6EAP,Survol du Nouveau Testament III,a0P8c00000DoDzSEAV,2011-12,2011-09-01,2012-08-31,Current,EQV
a098c00000sHz4vAAC,0038c00002jGr1MAAS,,,,,a0B8c000012KExLEAW,a0C8c00000XMMZSEA5,Doctrines essentielles III,a0P8c00000DoDz7EAF,1990-91,1990-09-01,1991-08-31,Former,R
a098c00000sHz4wAAC,0038c00002jGr1MAAS,,,,,a0B8c000012KEwlEAG,a0C8c00000XMMZQEA5,Doctrines essentielles II,a0P8c00000DoDz8EAF,1991-92,1990-09-01,1992-08-31,Former,R
a098c00000sHz4xAAC,0038c00002jGs3wAAC,,,,,a0B8c000012KEp5EAG,a0C8c00000XMMiOEAX,Apologétique,a0P8c00000DoDzSEAV,2011-12,2011-09-01,2012-08-31,Current,EQV
a098c00000sHz4yAAC,0038c00002jGr1MAAS,,,,,a0B8c000012KF14EAG,a0C8c00000XMMZyEAP,Bibliologie (2ème partie),a0P8c00000DoDzLEAV,2004-05,2004-09-01,2005-08-31,Current,
a098c00000sHz4zAAC,0038c00002jGr1MAAS,,,,,a0B8c000012KF8uEAG,a0C8c00000XMMj2EAH,Counseling biblique II,a0P8c00000DoDzWEAV,2015-16,2015-09-01,2016-08-31,Former,AUD
a098c00000sHz50AAC,0038c00002jGr1MAAS,,,,,a0B8c000012KF52EAG,a0C8c00000XMMaVEAX,L'évangile dans un monde contemporain,a0P8c00000DoDzQEAV,2009-10,2009-09-01,2010-08-31,Former,R
a098c00000sHz51AAC,0038c00002jGs3wAAC,,,,,a0B8c000012KFBsEAO,a0C8c00000XMMlUEAX,Le leader et son influence,a0P8c00000DoDzSEAV,2011-12,2011-09-01,2012-08-31,Current,EQV
a098c00000sHz52AAC,0038c00002jGr1MAAS,,,,,a0B8c000012KF4xEAG,a0C8c00000XMMlWEAX,Leadership,a0P8c00000DoDzPEAV,2008-09,2008-09-01,2009-08-31,Current,
a098c00000sHz53AAC,0038c00002jGr1MAAS,,,,,a0B8c000012KEzwEAG,a0C8c00000XMMiSEAX,AT I : Pentateuque,a0P8c00000DoDzKEAV,2003-04,2003-09-01,2004-08-31,Current,
a098c00000sHz54AAC,0038c00002jGr1MAAS,,,,,a0B8c000012KF22EAG,a0C8c00000XMMa8EAH,Gestion de vie,a0P8c00000DoDzLEAV,2004-05,2004-09-01,2005-08-31,Current,
a098c00000sHz55AAC,0038c00002jGr1MAAS,,,,,a0B8c000012KEygEAG,a0C8c00000XMMmsEAH,Sotériologie,a0P8c00000DoDzPEAV,2008-09,2008-09-01,2009-08-31,Current,
a098c00000sHz56AAC,0038c00002jGs3wAAC,,,,,a0B8c000012KF3DEAW,a0C8c00000XMMk3EAH,GAP - DFC II,a0P8c00000DoDzSEAV,2011-12,2011-09-01,2012-08-31,Current,EQV
a098c00000sHz57AAC,0038c00002jGs3wAAC,,,,,a0B8c000012KF3REAW,a0C8c00000XMMk5EAH,GAP - DFC III,a0P8c00000DoDzSEAV,2011-12,2011-09-01,2012-08-31,Current,EQV
a098c00000sHz58AAC,0038c00002jGr1MAAS,,,,,a0B8c000012KF0xEAG,a0C8c00000XMMngEAH,Théories de counseling,a0P8c00000DoDzOEAV,2007-08,2007-09-01,2008-08-31,Current,
a098c00000sHz59AAC,0038c00002jGr1MAAS,,,,,a0B8c000012KEw8EAG,a0C8c00000XMMZOEA5,Doctrines essentielles I,a0P8c00000DoDzJEAV,2002-03,2002-09-01,2003-08-31,Current,
a098c00000sHz5AAAS,0038c00002jGr1MAAS,,,,,a0B8c000012KF4oEAG,a0C8c00000XMMmEEAX,Philosophie du ministère - 2e partie,a0P8c00000DoDzNEAV,2006-07,2006-09-01,2007-08-31,Current,
a098c00000sHz5BAAS,0038c00002jGr1MAAS,,,,,a0B8c000012KF17EAG,a0C8c00000XMMkNEAX,Gestion des conflits dans l'Église,a0P8c00000DoDzKEAV,2003-04,2003-09-01,2004-08-31,Current,
a098c00000sHz5CAAS,0038c00002jGr1MAAS,,,,,a0B8c000012KFCxEAO,a0C8c00000XMMigEAH,"Chrétiens, justice, Évangile et justice sociale",a0P8c00000DoDzZEAV,2018-19,2018-09-01,2019-08-31,Former,AUD
a098c00000sHz5DAAS,0038c00002jGr1MAAS,,,,,a0B8c000012KF4nEAG,a0C8c00000XMMmCEAX,Philosophie du ministère - 1e partie,a0P8c00000DoDzNEAV,2006-07,2006-09-01,2007-08-31,Current,
a098c00000sHz5EAAS,0038c00002jGr1MAAS,,,,,a0B8c000012KF5pEAG,a0C8c00000XMMaiEAH,Rois et Chroniques,a0P8c00000DoDzPEAV,2008-09,2008-09-01,2009-08-31,Current,
a098c00000sHz5FAAS,0038c00002jGs3wAAC,,,,,a0B8c000012KF2yEAG,a0C8c00000XMMk1EAH,GAP - DFC I,a0P8c00000DoDzSEAV,2011-12,2011-09-01,2012-08-31,Current,EQV
a098c00000sHz5GAAS,0038c00002jGr1MAAS,,,,,a0B8c000012KExyEAG,a0C8c00000XMMZTEA5,Doctrines essentielles IV,a0P8c00000DoDzPEAV,2008-09,2008-09-01,2009-08-31,Current,
a098c00000sHz5HAAS,0038c00002jGr1NAAS,,,,,a0B8c000012KEhKEAW,a0C8c00000XMMXOEA5,Évangélisation,a0P8c00000DoDzDEAV,1996-97,1996-09-01,1997-08-31,Current,
a098c00000sHz5IAAS,0038c00002jGr1NAAS,,,,,a0B8c000012KExpEAG,a0C8c00000XMMZTEA5,Doctrines essentielles IV,a0P8c00000DoDzCEAV,1995-96,1995-09-01,1996-08-31,Current,
a098c00000sHz5JAAS,0038c00002jGr1OAAS,,,,,a0B8c000012KF7HEAW,a0C8c00000XMMilEAH,Coaching au féminin,a0P8c00000DoDzYEAV,2017-18,2017-09-01,2018-08-31,Current,INC
a098c00000sHz5KAAS,0038c00002jGr1OAAS,,,,,a0B8c000012KF7HEAW,a0C8c00000XMMilEAH,Coaching au féminin,a0P8c00000DoDzYEAV,2017-18,2017-09-01,2018-08-31,Current,AUD
a098c00000sHz5LAAS,0038c00002jGr1OAAS,,,,,a0B8c000014GpGCEA0,a0C8c00000XMMcUEAX,Influente dans sa communauté (pour femme),a0P8c00000DoDzaEAF,2019-20,2019-09-01,2020-08-31,Current,AUD
a098c00000sHz5MAAS,0038c00002jGr1PAAS,,,,,a0B8c000012KEobEAG,a0C8c00000XMMkZEAX,Histoire de l'Église III,a0P8c00000DoDzFEAV,1998-99,1998-09-01,1999-08-31,Current,AUD
a098c00000sHz5NAAS,0038c00002jGr1QAAS,,,,,a0B8c000012KF2DEAW,a0C8c00000XMMa8EAH,Gestion de vie,a0P8c00000DoDzYEAV,2017-18,2017-09-01,2018-08-31,Current,AUD
a098c00000sHz5OAAS,0038c00002jGr1RAAS,,,,,a0B8c000012KEk0EAG,a0C8c00000XMMcTEAX,Technique de counseling I-II (ex./co.),a0P8c00000DoDz1EAF,1984-85,1984-09-01,1985-08-31,Current,
a098c00000sHz5PAAS,0038c00002jGr1RAAS,,,,,a0B8c000012KErcEAG,a0C8c00000XMMYpEAP,Marc - Inductif,a0P8c00000DoDz2EAF,1985-86,1985-09-01,1986-08-31,Current,ABA
a098c00000sHz5QAAS,0038c00002jGr1RAAS,,,,,a0B8c000012KErGEAW,a0C8c00000XMMm2EAH,Pers. de l'oeuvre missionnaire,a0P8c00000DoDzCEAV,1995-96,1995-09-01,1996-08-31,Current,
a098c00000sHz5RAAS,0038c00002jGr1RAAS,,,,,a0B8c000012KEkJEAW,a0C8c00000XMMXhEAP,Pensée chrétienne rationnelle,a0P8c00000DoDzEEAV,1997-98,1997-09-01,1998-08-31,Current,
a098c00000sHz5SAAS,0038c00002jGr1RAAS,,,,,a0B8c000012KEchEAG,a0C8c00000XMMX2EAP,AT III : Les livres poétiques,a0P8c00000DoDz1EAF,1984-85,1984-09-01,1985-08-31,Current,
a098c00000sHz5TAAS,0038c00002jGr1RAAS,,,,,a0B8c000012KEh0EAG,a0C8c00000XMMXKEA5,Bergérologie,a0P8c00000DoDz1EAF,1984-85,1984-09-01,1985-08-31,Current,
a098c00000sHz5UAAS,0038c00002jGr1RAAS,,,,,a0B8c000012KEhFEAW,a0C8c00000XMMXOEA5,Évangélisation,a0P8c00000DoDz0EAF,1983-84,1983-09-01,1984-08-31,Current,
a098c00000sHz5VAAS,0038c00002jGr1SAAS,,,,,a0B8c000012KEzxEAG,a0C8c00000XMMiSEAX,AT I : Pentateuque,a0P8c00000DoDzLEAV,2004-05,2004-09-01,2005-08-31,Current,AUD
a098c00000sHz5WAAS,0038c00002jGr1UAAS,,,,,a0B8c000012KEdKEAW,a0C8c00000XMMX3EAP,AT IV : Les Prophètes,a0P8c00000DoDz8EAF,1991-92,1990-09-01,1992-08-31,Current,INC
a098c00000sHz5XAAS,0038c00002jGr1VAAS,,,,,a0B8c000012KFC4EAO,a0C8c00000XMMlhEAH,Les évangéliques : Le mouvement et ses tendances,a0P8c00000DoDzXEAV,2016-17,2016-09-01,2017-08-31,Current,AUD
a098c00000sHz5YAAS,0038c00002jGr1WAAS,,,,,a0B8c000012KEh0EAG,a0C8c00000XMMXKEA5,Bergérologie,a0P8c00000DoDz1EAF,1984-85,1984-09-01,1985-08-31,Current,
a098c00000sHz5ZAAS,0038c00002jGr1XAAS,,,,,a0B8c000012KEvzEAG,a0C8c00000XMMZOEA5,Doctrines essentielles I,a0P8c00000DoDz9EAF,1992-93,1992-09-01,1993-08-31,Current,
a098c00000sHz5aAAC,0038c00002jGr1YAAS,,,,,a0B8c000012KEjwEAG,a0C8c00000XMMn4EAH,Technique de counseling I (expl.),a0P8c00000DoDzMEAV,2005-06,2005-09-01,2006-08-31,Current,
a098c00000sHz5bAAC,0038c00002jGr1YAAS,,,,,a0B8c000012KEtmEAG,a0C8c00000XMMZ4EAP,Survol du Nouveau Testament II,a0P8c00000DoDzLEAV,2004-05,2004-09-01,2005-08-31,Current,
a098c00000sHz5cAAC,0038c00002jGr1YAAS,,,,,a0B8c000012KEsjEAG,a0C8c00000XMMYwEAP,Romains (Exégèse),a0P8c00000DoDzNEAV,2006-07,2006-09-01,2007-08-31,Current,ABA
a098c00000sHz5dAAC,0038c00002jGr1YAAS,,,,,a0B8c000012KEwDEAW,a0C8c00000XMMZOEA5,Doctrines essentielles I,a0P8c00000DoDzOEAV,2007-08,2007-09-01,2008-08-31,Current,ABA
a098c00000sHz5eAAC,0038c00002jGr1YAAS,,,,,a0B8c000012KF5wEAG,a0C8c00000XMMakEAH,Actes des apôtres,a0P8c00000DoDzaEAF,2019-20,2019-09-01,2020-08-31,Current,AUD
a098c00000sHz5fAAC,0038c00002jGr1ZAAS,,,,,a0B8c000012KEwFEAW,a0C8c00000XMMZOEA5,Doctrines essentielles I,a0P8c00000DoDzQEAV,2009-10,2009-09-01,2010-08-31,Current,INC
a098c00000sHz5gAAC,0038c00002jGr1aAAC,,,,,a0B8c000012KEimEAG,a0C8c00000XMMlAEAX,Introduction à l'Église et sa mission,a0P8c00000DoDzAEAV,1993-94,1993-09-01,1994-08-31,Current,
a098c00000sHz5hAAC,0038c00002jGr1aAAC,,,,,a0B8c000012KEswEAG,a0C8c00000XMMYzEAP,Épître de Jacques,a0P8c00000DoDzAEAV,1993-94,1993-09-01,1994-08-31,Current,
a098c00000sHz5iAAC,0038c00002jGr1aAAC,,,,,a0B8c000012KEfJEAW,a0C8c00000XMMXBEA5,Atelier d'analyse de textes,a0P8c00000DoDz6EAF,1989-90,1989-09-01,1990-08-31,Current,
a098c00000sHz5jAAC,0038c00002jGr1aAAC,,,,,a0B8c000012KEeAEAW,a0C8c00000XMMX5EAP,Les petits prophètes,a0P8c00000DoDzAEAV,1993-94,1993-09-01,1994-08-31,Current,
a098c00000sHz5kAAC,0038c00002jGr1aAAC,,,,,a0B8c000012KEjBEAW,a0C8c00000XMMXbEAP,Administration,a0P8c00000DoDz8EAF,1991-92,1990-09-01,1992-08-31,Current,
a098c00000sHz5lAAC,0038c00002jGr1aAAC,,,,,a0B8c000012KEdhEAG,a0C8c00000XMMkLEAX,Genèse,a0P8c00000DoDz8EAF,1991-92,1990-09-01,1992-08-31,Current,
a098c00000sHz5mAAC,0038c00002jGr1aAAC,,,,,a0B8c000012KEhbEAG,a0C8c00000XMMXQEA5,Établiss. exp. Église Actes,a0P8c00000DoDz9EAF,1992-93,1992-09-01,1993-08-31,Current,
a098c00000sHz5nAAC,0038c00002jGr1aAAC,,,,,a0B8c000012KEeREAW,a0C8c00000XMMX9EAP,Bibliologie,a0P8c00000DoDzAEAV,1993-94,1993-09-01,1994-08-31,Current,
a098c00000sHz5oAAC,0038c00002jGr1aAAC,,,,,a0B8c000012KEq7EAG,a0C8c00000XMMYjEAP,Initiation au grec biblique I et II,a0P8c00000DoDzAEAV,1993-94,1993-09-01,1994-08-31,Current,
a098c00000sHz5pAAC,0038c00002jGs3wAAC,,,,,a0B8c000012KEz7EAG,a0C8c00000XMMZZEA5,Théologie biblique de l'Ancien Testament,a0P8c00000DoDzSEAV,2011-12,2011-09-01,2012-08-31,Current,EQV
a098c00000sHz5qAAC,0038c00002jGr1aAAC,,,,,a0B8c000012KErFEAW,a0C8c00000XMMm2EAH,Pers. de l'oeuvre missionnaire,a0P8c00000DoDzAEAV,1993-94,1993-09-01,1994-08-31,Current,
a098c00000sHz5rAAC,0038c00002jGr1aAAC,,,,,a0B8c000012KEpFEAW,a0C8c00000XMMYcEAP,Post-Modernisme,a0P8c00000DoDzCEAV,1995-96,1995-09-01,1996-08-31,Current,AUD
a098c00000sHz5sAAC,0038c00002jGr1aAAC,,,,,a0B8c000012KEghEAG,a0C8c00000XMMnYEAX,Théologie pastorale,a0P8c00000DoDz9EAF,1992-93,1992-09-01,1993-08-31,Current,
a098c00000sHz5tAAC,0038c00002jGr1aAAC,,,,,a0B8c000012KEnmEAG,a0C8c00000XMMYSEA5,Survol de l'histoire de l'Église,a0P8c00000DoDz8EAF,1991-92,1990-09-01,1992-08-31,Current,
a098c00000sHz5uAAC,0038c00002jGr1aAAC,,,,,a0B8c000012KEgHEAW,a0C8c00000XMMXHEA5,Homilétique II,a0P8c00000DoDz9EAF,1992-93,1992-09-01,1993-08-31,Current,
a098c00000sHz5vAAC,0038c00002jGr1aAAC,,,,,a0B8c000012KEcEEAW,a0C8c00000XMMX1EAP,AT II : Les livres historiques,a0P8c00000DoDz4EAF,1987-88,1987-09-01,1988-08-31,Current,
a098c00000sHz5wAAC,0038c00002jGr1aAAC,,,,,a0B8c000012KEpmEAG,a0C8c00000XMMYhEAP,Intro. Langues Bibl. (Grec),a0P8c00000DoDz8EAF,1991-92,1990-09-01,1992-08-31,Current,
a098c00000sHz5xAAC,0038c00002jGr1aAAC,,,,,a0B8c000012KEseEAG,a0C8c00000XMMYwEAP,Romains (Exégèse),a0P8c00000DoDz8EAF,1991-92,1990-09-01,1992-08-31,Current,
a098c00000sHz5yAAC,0038c00002jGr1aAAC,,,,,a0B8c000012KEmfEAG,a0C8c00000XMMYJEA5,Counseling et Théologie,a0P8c00000DoDz9EAF,1992-93,1992-09-01,1993-08-31,Current,
a098c00000sHz5zAAC,0038c00002jGs3wAAC,,,,,a0B8c000012KF8hEAG,a0C8c00000XMMbWEAX,Éthique chrétienne,a0P8c00000DoDzSEAV,2011-12,2011-09-01,2012-08-31,Current,EQV
a098c00000sHz60AAC,0038c00002jGr1aAAC,,,,,a0B8c000012KEh7EAG,a0C8c00000XMMXNEA5,Debout jeunesse,a0P8c00000DoDz8EAF,1991-92,1990-09-01,1992-08-31,Current,
a098c00000sHz61AAC,0038c00002jGr1aAAC,,,,,a0B8c000012KEyMEAW,a0C8c00000XMMiKEAX,Anthropologie biblique,a0P8c00000DoDz9EAF,1992-93,1992-09-01,1993-08-31,Current,
a098c00000sHz62AAC,0038c00002jGs3wAAC,,,,,a0B8c000012KExfEAG,a0C8c00000XMMZSEA5,Doctrines essentielles III,a0P8c00000DoDzSEAV,2011-12,2011-09-01,2012-08-31,Current,EQV
a098c00000sHz63AAC,0038c00002jGr1aAAC,,,,,a0B8c000012KEzGEAW,a0C8c00000XMMZeEAP,Intégration théol. bibl. syst.,a0P8c00000DoDzAEAV,1993-94,1993-09-01,1994-08-31,Current,AUD
a098c00000sHz64AAC,0038c00002jGr1aAAC,,,,,a0B8c000012KEvPEAW,a0C8c00000XMMZLEA5,Initiation à la recherche,a0P8c00000DoDzAEAV,1993-94,1993-09-01,1994-08-31,Current,
a098c00000sHz65AAC,0038c00002jGr1aAAC,,,,,a0B8c000012KEuwEAG,a0C8c00000XMMZBEA5,Épîtres pastorales,a0P8c00000DoDz9EAF,1992-93,1992-09-01,1993-08-31,Current,
a098c00000sHz66AAC,0038c00002jGr1aAAC,,,,,a0B8c000012KEzHEAW,a0C8c00000XMMZfEAP,Théologie des ordonnances,a0P8c00000DoDzBEAV,1994-95,1994-09-01,1995-08-31,Current,AUD
a098c00000sHz67AAC,0038c00002jGr1aAAC,,,,,a0B8c000012KEysEAG,a0C8c00000XMMmiEAH,Sanctification,a0P8c00000DoDz8EAF,1991-92,1990-09-01,1992-08-31,Current,
a098c00000sHz68AAC,0038c00002jGs3wAAC,,,,,a0B8c000012KF04EAG,a0C8c00000XMMiSEAX,AT I : Pentateuque,a0P8c00000DoDzSEAV,2011-12,2011-09-01,2012-08-31,Current,EQV
a098c00000sHz69AAC,0038c00002jGr1aAAC,,,,,a0B8c000012KEyvEAG,a0C8c00000XMMiGEAX,Amillénarisme,a0P8c00000DoDzBEAV,1994-95,1994-09-01,1995-08-31,Current,AUD
a098c00000sHz6AAAS,0038c00002jGr1aAAC,,,,,a0B8c000012KEz4EAG,a0C8c00000XMMZZEA5,Théologie biblique de l'Ancien Testament,a0P8c00000DoDzBEAV,1994-95,1994-09-01,1995-08-31,Current,
a098c00000sHz6BAAS,0038c00002jGr1aAAC,,,,,a0B8c000012KEytEAG,a0C8c00000XMMmiEAH,Sanctification,a0P8c00000DoDz9EAF,1992-93,1992-09-01,1993-08-31,Current,AUD
a098c00000sHz6CAAS,0038c00002jGr1aAAC,,,,,a0B8c000012KEyUEAW,a0C8c00000XMMijEAH,Christologie,a0P8c00000DoDz9EAF,1992-93,1992-09-01,1993-08-31,Current,
a098c00000sHz6DAAS,0038c00002jGr1bAAC,,,,,a0B8c000012KEk1EAG,a0C8c00000XMMcTEAX,Technique de counseling I-II (ex./co.),a0P8c00000DoDz2EAF,1985-86,1985-09-01,1986-08-31,Current,
a098c00000sHz6EAAS,0038c00002jGr1bAAC,,,,,a0B8c000012KEyqEAG,a0C8c00000XMMmiEAH,Sanctification,a0P8c00000DoDz1EAF,1984-85,1984-09-01,1985-08-31,Current,
a098c00000sHz6FAAS,0038c00002jGr1cAAC,,,,,a0B8c000012KErWEAW,a0C8c00000XMMYpEAP,Marc - Inductif,a0P8c00000DoDywEAF,1979-80,1979-09-01,1980-08-31,Current,
a098c00000sHz6GAAS,0038c00002jGr1cAAC,,,,,a0B8c000012KEtcEAG,a0C8c00000XMMZ4EAP,Survol du Nouveau Testament II,a0P8c00000DoDz9EAF,1992-93,1992-09-01,1993-08-31,Current,ABA
a098c00000sHz6HAAS,0038c00002jGr1cAAC,,,,,a0B8c000012KEu7EAG,a0C8c00000XMMZ6EAP,Survol du Nouveau Testament III,a0P8c00000DoDyvEAF,1978-79,1978-09-01,1979-08-31,Current,
a098c00000sHz6IAAS,0038c00002jGr1dAAC,,,,,a0B8c000012KEk3EAG,a0C8c00000XMMcTEAX,Technique de counseling I-II (ex./co.),a0P8c00000DoDz7EAF,1990-91,1990-09-01,1991-08-31,Current,AUD
a098c00000sHz6JAAS,0038c00002jGr1dAAC,,,,,a0B8c000012KEdGEAW,a0C8c00000XMMX3EAP,AT IV : Les Prophètes,a0P8c00000DoDz4EAF,1987-88,1987-09-01,1988-08-31,Current,
a098c00000sHz6KAAS,0038c00002jGr1dAAC,,,,,a0B8c000012KEfwEAG,a0C8c00000XMMXGEA5,Homilétique I,a0P8c00000DoDz6EAF,1989-90,1989-09-01,1990-08-31,Current,ABA
a098c00000sHz6LAAS,0038c00002jGr1dAAC,,,,,a0B8c000012KExJEAW,a0C8c00000XMMZSEA5,Doctrines essentielles III,a0P8c00000DoDz5EAF,1988-89,1988-09-01,1989-08-31,Current,
a098c00000sHz6MAAS,0038c00002jGr1eAAC,,,,,a0B8c000012KEhEEAW,a0C8c00000XMMXOEA5,Évangélisation,a0P8c00000DoDyzEAF,1982-83,1982-09-01,1983-08-31,Current,
a098c00000sHz6NAAS,0038c00002jGr1fAAC,,,,,a0B8c000012KF9sEAG,a0C8c00000XMMjzEAH,Fondements d'interprétation,a0P8c00000DoDzZEAV,2018-19,2018-09-01,2019-08-31,Current,
a098c00000sHz6OAAS,0038c00002jGr1fAAC,,,,,a0B8c000012KFChEAO,a0C8c00000XMMnUEAX,Théologie I : Connaître le Dieu de la Bible,a0P8c00000DoDzZEAV,2018-19,2018-09-01,2019-08-31,Current,
a098c00000sHz6PAAS,0038c00002jGr1fAAC,,,,,a0B8c000012KFDfEAO,a0C8c00000XMMjnEAH,Évangélisation : Rayonnement de l'Évangile dans la communauté,a0P8c00000DoDzaEAF,2019-20,2019-09-01,2020-08-31,Current,INC
a098c00000sHz6QAAS,0038c00002jGr1gAAC,,,,,a0B8c000012KEgGEAW,a0C8c00000XMMXHEA5,Homilétique II,a0P8c00000DoDz5EAF,1988-89,1988-09-01,1989-08-31,Current,
a098c00000sHz6RAAS,0038c00002jGr1gAAC,,,,,a0B8c000012KEhFEAW,a0C8c00000XMMXOEA5,Évangélisation,a0P8c00000DoDz0EAF,1983-84,1983-09-01,1984-08-31,Current,
a098c00000sHz6SAAS,0038c00002jGr1gAAC,,,,,a0B8c000012KErDEAW,a0C8c00000XMMm2EAH,Pers. de l'oeuvre missionnaire,a0P8c00000DoDz5EAF,1988-89,1988-09-01,1989-08-31,Current,
a098c00000sHz6TAAS,0038c00002jGr1gAAC,,,,,a0B8c000012KEcmEAG,a0C8c00000XMMX2EAP,AT III : Les livres poétiques,a0P8c00000DoDz6EAF,1989-90,1989-09-01,1990-08-31,Current,
